dth_max_T,dth_max_phase_T,dth_min_T,dth_min_phase_T,dth_min_phase_T,dth_average_T,dth_average_after_min
0.890657084,0.028795812,0.442857143,0.211538462,0.915512465,0.487521097,0.202319057
0.14835729,0.081151832,0.646938776,0.980769231,0.084487535,0.749488275,0.823916353
0.111396304,0.002617801,0.408163265,0.403846154,0.250692521,0.262218551,0.242456903
0.888603696,0.028795812,0.342857143,0.211538462,0.832409972,0.420871189,0.140369019
0.103182752,0.081151832,0.334693878,0.019230769,0.084487535,0.547886666,0.435957832
0.075975359,0.002617801,0.451020408,0.403846154,0.250692521,0.238984451,0.262289574
0.921971253,0.028795812,0.557142857,0.211538462,0.832409972,0.5551765,0.258428365
0.152464066,0.054973822,0.508163265,0.019230769,0.084487535,0.671239272,0.533254819
0.125770021,0.002617801,0.424489796,0.403846154,0.250692521,0.249937157,0.25509586
0.907084189,0.028795812,0.475510204,0.211538462,0.915512465,0.498473803,0.192217467
0.146303901,0.081151832,0.671428571,0.980769231,0.084487535,0.755772615,0.815241433
0.092402464,0.002617801,0.467346939,0.403846154,0.250692521,0.249973067,0.24620363
0.878336756,0.028795812,0.391836735,0.211538462,0.915512465,0.428412396,0.144055382
0.107289528,0.028795812,0.4,0.980769231,0.084487535,0.557618415,0.749116709
0.099075975,0.002617801,0.424489796,0.980769231,0.250692521,0.280353359,0.422744377
0.930184805,0.028795812,0.614285714,0.211538462,0.998614958,0.572952203,0.263024349
0.150410678,0.028795812,0.565306122,0.980769231,0.084487535,0.692606026,0.811622095
0.113449692,0.002617801,0.391836735,0.403846154,0.167590028,0.278342371,0.25304765
0.902977413,0.028795812,0.695918367,0.211538462,0.915512465,0.559090746,0.232911077
0.136036961,0.028795812,0.475510204,0.980769231,0.084487535,0.640248501,0.747450665
0.080082136,0.002617801,0.475510204,0.980769231,0.250692521,0.252917729,0.402292247
0.898870637,0.028795812,0.475510204,0.211538462,0.832409972,0.483822315,0.191307845
0.123716632,0.028795812,0.424489796,0.980769231,0.084487535,0.603512048,0.756929883
0.088295688,0.002617801,0.4,0.403846154,0.084487535,0.304233849,0.284869845
0.932238193,0.028795812,0.532653061,0.211538462,0.915512465,0.533594283,0.235448444
0.150410678,0.081151832,0.516326531,0.980769231,0.084487535,0.644306388,0.762789762
0.090349076,0.002617801,0.467346939,0.403846154,0.250692521,0.267784681,0.268983725
0.911190965,0.028795812,0.475510204,0.211538462,0.998614958,0.501203002,0.198010322
0.123716632,0.028795812,0.475510204,0.980769231,0.084487535,0.600962402,0.752104099
0.080082136,0.002617801,0.475510204,0.403846154,0.084487535,0.344130427,0.329031259
0.917864476,0.028795812,0.491836735,0.211538462,0.832409972,0.528171796,0.220319995
0.133983573,0.081151832,0.459183673,0.980769231,0.084487535,0.623370561,0.735960704
0.080082136,0.002617801,0.302040816,0.403846154,0.001385042,0.25442597,0.238110701
0.905030801,0.028795812,0.516326531,0.211538462,0.915512465,0.523898445,0.218931625
0.127823409,0.054973822,0.442857143,0.980769231,0.084487535,0.602039717,0.763766409
0.090349076,0.002617801,0.432653061,0.403846154,0.084487535,0.313786045,0.281322944
0.911190965,0.028795812,0.573469388,0.211538462,0.915512465,0.53686214,0.213809018
0.125770021,0.054973822,0.293877551,0.980769231,0.084487535,0.526843107,0.699997128
0.069815195,0.002617801,0.483673469,0.980769231,0.250692521,0.263798614,0.436302531
0.928131417,0.028795812,0.508163265,0.211538462,0.915512465,0.534420225,0.216298509
0.14835729,0.081151832,0.516326531,0.019230769,0.084487535,0.653248106,0.513767845
0.101129363,0.002617801,0.581632653,0.403846154,0.250692521,0.323194599,0.320238941
0.924024641,0.028795812,0.516326531,0.211538462,0.832409972,0.519804647,0.214575015
0.138090349,0.081151832,0.432653061,0.980769231,0.084487535,0.614500664,0.747220866
0.080082136,0.002617801,0.424489796,0.403846154,0.250692521,0.224943441,0.233165022
0.886550308,0.028795812,0.516326531,0.211538462,0.998614958,0.493661795,0.196813451
0.123716632,0.028795812,0.424489796,0.980769231,0.084487535,0.610730061,0.754172292
0.078028747,0.002617801,0.367346939,0.403846154,0.250692521,0.248967573,0.247502495
0.905030801,0.028795812,0.508163265,0.211538462,0.832409972,0.519086437,0.233198326
0.144250513,0.081151832,0.524489796,0.980769231,0.084487535,0.671167451,0.787205929
0.101129363,0.002617801,0.424489796,0.403846154,0.167590028,0.305203433,0.286268623
0.909137577,0.028795812,0.5,0.211538462,0.915512465,0.522067009,0.202606306
0.117556468,0.081151832,0.391836735,0.980769231,0.084487535,0.578661974,0.701663172
0.069815195,0.002617801,0.416326531,0.403846154,0.250692521,0.229468165,0.253647126
0.907084189,0.028795812,0.391836735,0.211538462,0.832409972,0.476281107,0.190829096
0.127823409,0.028795812,0.391836735,0.980769231,0.084487535,0.601249686,0.757906529
0.10523614,0.002617801,0.432653061,0.403846154,0.167590028,0.304592954,0.300456226
0.921971253,0.028795812,0.557142857,0.211538462,0.832409972,0.557474773,0.25263551
0.125770021,0.028795812,0.342857143,0.980769231,0.167590028,0.542105074,0.708672048
0.069815195,0.002617801,0.359183673,0.403846154,0.250692521,0.256939706,0.250200138
0.911190965,0.028795812,0.695918367,0.211538462,0.915512465,0.559090746,0.225298978
0.133983573,0.081151832,0.432653061,0.019230769,0.084487535,0.624196502,0.500117772
0.099075975,0.002617801,0.483673469,0.403846154,0.250692521,0.296944016,0.288117008
0.911190965,0.028795812,0.416326531,0.211538462,0.832409972,0.489711639,0.197914572
0.125770021,0.028795812,0.432653061,0.980769231,0.084487535,0.630480842,0.774911671
0.103182752,0.002617801,0.383673469,0.403846154,0.084487535,0.268826085,0.25454634
0.890657084,0.028795812,0.442857143,0.211538462,0.749307479,0.500484792,0.220750869
0.136036961,0.028795812,0.359183673,0.980769231,0.084487535,0.55869573,0.741763134
0.080082136,0.002617801,0.532653061,0.980769231,0.250692521,0.313965598,0.458880303
0.942505133,0.028795812,0.589795918,0.211538462,0.749307479,0.584443567,0.268721455
0.146303901,0.028795812,0.524489796,0.980769231,0.084487535,0.64933386,0.787205929
0.099075975,0.002617801,0.342857143,0.403846154,0.167590028,0.242395949,0.230916986
0.886550308,0.028795812,0.442857143,0.211538462,0.832409972,0.474593313,0.200451938
0.127823409,0.028795812,0.342857143,0.980769231,0.084487535,0.562825439,0.731996668
0.090349076,0.002617801,0.483673469,0.403846154,0.250692521,0.300140051,0.303004
0.932238193,0.028795812,0.646938776,0.211538462,0.915512465,0.597730456,0.287201141
0.171457906,0.081151832,0.630612245,0.980769231,0.084487535,0.719323446,0.805245167
0.111396304,0.002617801,0.408163265,0.403846154,0.250692521,0.260853952,0.248201884
0.886550308,0.028795812,0.442857143,0.211538462,0.915512465,0.462096456,0.172110036
0.125770021,0.081151832,0.432653061,0.019230769,0.084487535,0.607318562,0.470841352
0.080082136,0.002617801,0.4,0.403846154,0.084487535,0.299314109,0.28671823
0.917864476,0.028795812,0.704081633,0.211538462,0.915512465,0.593026179,0.265274466
0.160677618,0.081151832,0.459183673,0.980769231,0.084487535,0.656049126,0.772498779
0.101129363,0.002617801,0.532653061,0.403846154,0.250692521,0.291916544,0.288666528
0.915811088,0.028795812,0.565306122,0.211538462,0.915512465,0.498689266,0.177759266
0.11550308,0.081151832,0.375510204,0.019230769,0.084487535,0.582791683,0.458018556
0.080082136,0.002617801,0.442857143,0.403846154,0.167590028,0.287571372,0.289116135
0.921971253,0.028795812,0.548979592,0.211538462,0.832409972,0.539806801,0.240618926
0.133983573,0.054973822,0.532653061,0.980769231,0.084487535,0.666965921,0.783586591
